date,D,H,H2,H3,H4,SinD,CosD,T
2013-01-03,2.54,66.388,4407.366544,292596.25012307207,19424879.85317051,0.05,1.0,7664
2013-01-14,2.54,64.344,4140.150335999999,266393.8332195839,17140844.804680906,0.24,0.97,7675
2013-01-29,-2.01,72.219,5215.583960999999,376664.2580794589,27202316.05424044,0.48,0.88,7690
2013-02-13,-3.129999999999999,73.493,5401.221048999999,396951.9385541569,29173188.820160653,0.69,0.73,7705
2013-02-25,-2.5699999999999985,71.834,5160.1235560000005,370672.31552170403,26626875.11318609,0.82,0.57,7717
2013-03-19,-3.129999999999999,72.982,5326.372324,388729.304950168,28370242.13387316,0.97,0.23,7739
2013-04-02,-4.109999999999999,75.06099999999999,5634.153720999999,422905.21245198086,31743688.151858132,1.0,-0.01,7753
2013-04-15,-4.389999999999999,75.65599999999999,5723.830335999999,433042.10790041584,32762233.71531386,0.97,-0.23,7766
2013-04-29,-1.6600000000000001,73.54899999999999,5409.455400999999,397860.03528814885,29262207.73540806,0.89,-0.46,7780
2013-05-13,0.020000000000000462,72.37299999999999,5237.851128999999,379078.99975911685,27435084.44956656,0.75,-0.66,7794
2013-05-27,0.020000000000000462,72.695,5284.563024999999,384161.3091023749,27926606.36519714,0.57,-0.82,7808
2013-06-11,0.79,72.49199999999999,5255.090063999998,380951.98891948786,27615971.58075151,0.35,-0.94,7823
2013-06-25,2.8900000000000006,71.55399999999999,5119.974915999998,366354.6851394638,26214143.14046919,0.11,-0.99,7837
2013-07-09,9.05,66.871,4471.730640999999,299029.0996943109,19996374.925658263,-0.13,-0.99,7851
2013-07-22,10.94,63.083999999999996,3979.5910559999993,251048.52217670396,15837144.972995192,-0.35,-0.94,7864
2013-08-05,11.43,62.748,3937.311504,247058.42225299196,15502421.879530739,-0.56,-0.83,7878
2013-08-19,13.32,62.69899999999999,3931.164600999999,246480.0893180989,15454055.12015548,-0.74,-0.67,7892
2013-09-04,14.16,61.96399999999999,3839.537295999999,237913.0890093439,14742046.647374984,-0.9,-0.44,7908
2013-09-17,14.16,60.395999999999994,3647.6768159999992,220305.08897913594,13305546.153983893,-0.97,-0.23,7921
2013-10-01,13.669999999999998,58.44299999999999,3415.584248999999,199616.9902643069,11666215.762016887,-1.0,0.0,7935
2013-10-14,12.969999999999999,58.715999999999994,3447.5686559999995,202427.44120569594,11885729.637833642,-0.97,0.23,7948
2013-10-29,9.05,66.388,4407.366544,292596.25012307207,19424879.85317051,-0.88,0.47,7963
2013-11-11,6.25,69.244,4794.731536,332006.390478784,22989450.502312917,-0.76,0.65,7976
2013-11-26,6.95,62.727,3934.6765289999994,246810.45463458297,15481679.387863485,-0.57,0.82,7991
2013-12-09,7.23,57.526,3309.2406760000003,190367.37912757604,10951073.85169294,-0.37,0.93,8004
2013-12-23,6.6,57.028999999999996,3252.3068409999996,185475.80683538897,10577499.788015397,-0.14,0.99,8018
2014-01-06,-1.4499999999999993,74.05999999999999,5484.883599999998,406210.4794159998,30083948.10554894,0.1,0.99,8032
2014-01-21,-2.3599999999999994,73.86399999999999,5455.890495999998,402993.89559654385,29766741.10434311,0.35,0.94,8047
2014-02-03,-4.039999999999999,75.082,5637.306723999999,423260.2634513679,31779227.1004556,0.55,0.83,8060
2014-02-18,-4.879999999999999,75.55799999999999,5709.011363999999,431361.48064111185,32592810.75428113,0.75,0.66,8075
2014-03-05,-5.299999999999999,75.91499999999999,5763.087224999998,437504.76668587484,33213174.362958185,0.89,0.45,8090
2014-03-18,-2.1499999999999986,73.57,5412.544899999999,398200.9282929999,29295642.294516,0.97,0.24,8103
2014-03-31,-1.8699999999999992,71.49099999999999,5110.963080999998,365387.8616237708,26121943.61534499,1.0,0.02,8116
2014-04-15,-1.6600000000000001,74.417,5537.889889,412113.15186971304,30668224.422688436,0.97,-0.23,8131
2014-04-28,-2.1499999999999986,75.07499999999999,5636.255624999998,423141.8910468748,31767377.470344122,0.9,-0.44,8144
2014-05-13,1.3500000000000005,72.702,5285.580804,384272.29561240796,27937364.435613282,0.75,-0.66,8159
2014-05-26,0.79,72.94,5320.2436,388058.568184,28304991.963340957,0.59,-0.81,8172
2014-06-11,2.12,72.03,5188.3209,373714.754427,26918673.761376813,0.35,-0.94,8188
2014-06-23,5.2,69.972,4896.080783999999,342588.5646180479,23971607.043454047,0.15,-0.99,8200
2014-07-08,5.9,69.132,4779.233424000001,330397.96506796806,22841072.12107877,-0.11,-0.99,8215
2014-07-21,8.07,68.089,4636.111921,315668.22458896897,21493533.74403831,-0.33,-0.94,8228
2014-08-05,9.68,66.57,4431.564899999999,295009.27539299993,19638767.462912,-0.56,-0.83,8243
2014-08-19,10.52,65.30999999999999,4265.396099999998,278573.01929099986,18193603.889895197,-0.74,-0.67,8257
2014-09-02,12.55,62.187999999999995,3867.3473439999993,240502.59662867195,14956375.47914385,-0.88,-0.47,8271
2014-09-16,12.969999999999999,58.568999999999996,3430.3277609999996,200910.86663400894,11767148.54788727,-0.97,-0.25,8285
2014-09-30,12.48,56.994,3248.316036,185134.524155784,10551557.069734754,-1.0,-0.01,8299
2014-10-14,11.709999999999999,57.20399999999999,3272.2976159999994,187188.51282566393,10707931.687679278,-0.97,0.23,8313
2014-10-29,9.959999999999999,63.958999999999996,4090.7536809999997,261640.51468307895,16734265.678615045,-0.88,0.47,8328
2014-11-10,7.23,66.003,4356.396009,287535.205782027,18978186.187231127,-0.77,0.64,8340
2014-11-25,4.220000000000001,70.28699999999999,4940.262368999999,347236.2211299029,24406192.274557482,-0.58,0.81,8355
2014-12-09,3.24,69.111,4776.330321,330096.96481463104,22813331.33530397,-0.37,0.93,8369
2014-12-22,3.3100000000000005,66.444,4414.805136,293337.312456384,19490504.38885198,-0.15,0.99,8382
2015-01-05,4.640000000000001,60.165,3619.827225,217786.904992125,13103149.1388512,0.09,1.0,8396
2015-01-20,4.941000000000001,57.147999999999996,3265.8939039999996,186639.30482579197,10666062.992184358,0.34,0.94,8411
2015-02-02,2.8900000000000006,62.17399999999999,3865.606275999999,240340.20460402392,14942911.881050581,0.54,0.84,8424
2015-02-18,0.6500000000000004,65.05799999999999,4232.543363999999,275360.8061751119,17914423.32814043,0.75,0.66,8440
2015-03-02,-0.33000000000000007,67.809,4598.0604809999995,311789.883156129,21142160.18693395,0.87,0.5,8452
2015-03-17,0.5100000000000007,67.59899999999999,4569.624800999999,308902.06692279887,20881470.821914278,0.97,0.26,8467
2015-03-30,1.7000000000000002,65.751,4323.194001000001,284254.32875975105,18690006.370282393,1.0,0.04,8480
2015-04-14,4.36,63.36399999999999,4014.996495999999,254406.2379725439,16120196.862892268,0.98,-0.22,8495
2015-04-27,4.220000000000001,63.398999999999994,4019.4332009999994,254828.04551019892,16155843.2573011,0.9,-0.43,8508
2015-05-12,4.08,67.389,4541.277321,306032.1373848689,20623199.70622893,0.76,-0.65,8523
2015-05-25,5.34,67.193,4514.899249,303369.625238057,20384315.22862076,0.6,-0.8,8536
2015-06-09,8.91,64.687,4184.407969,270676.798290703,17509270.051030703,0.38,-0.93,8551
2015-06-22,10.45,63.251999999999995,4000.8155039999992,253059.58225900793,16006524.69704677,0.16,-0.99,8564
2015-07-07,12.059999999999999,61.684,3804.9158559999996,234702.42966150396,14477384.67124021,-0.09,-1.0,8579
2015-07-20,13.6,60.963,3716.487369,226568.219476347,13812278.363936543,-0.31,-0.95,8592
2015-08-05,14.3,60.473,3656.983729,221148.77704381698,13373529.994170744,-0.56,-0.83,8608
2015-08-17,13.81,60.19299999999999,3623.197248999999,218091.1120090569,13127558.30516116,-0.72,-0.7,8620
2015-09-01,14.44,59.129,3496.238641,206729.09460368898,12223684.634821525,-0.87,-0.49,8635
2015-09-14,13.6,59.163999999999994,3500.3788959999993,207096.41700294393,12252652.415562173,-0.96,-0.28,8648
2015-09-29,12.969999999999999,61.29899999999999,3757.567400999999,230335.12411389893,14119312.773057887,-1.0,-0.03,8663
2015-10-12,11.08,63.161,3989.311921,251968.93024228103,15914609.603032712,-0.98,0.19,8676
2015-10-27,10.828,59.92699999999999,3591.245328999999,215212.55883098292,12897043.013064312,-0.9,0.44,8691
2015-11-09,9.61,63.04899999999999,3975.1764009999993,250630.8969066489,15802027.419067305,-0.78,0.63,8704
2015-11-25,7.93,62.971999999999994,3965.472783999999,249713.75215404792,15724974.400644705,-0.58,0.81,8720
2015-12-07,7.16,62.482,3904.000324,243929.748244168,15241218.529792104,-0.4,0.92,8732
2015-12-22,5.550000000000001,64.428,4150.967184,267438.513730752,17230528.562644888,-0.15,0.99,8747
2016-01-04,3.380000000000001,67.99799999999999,4623.728003999999,314404.2568159919,21378860.654973812,0.07,1.0,8760
2016-01-19,-0.8199999999999985,73.073,5339.663328999999,390185.2184400169,28512004.467067353,0.32,0.95,8775
2016-02-10,-1.6600000000000001,74.15799999999999,5499.408963999998,407825.1699523118,30243498.953323532,0.65,0.76,8797
2016-02-23,-2.289999999999999,73.633,5421.818689,399224.7755271369,29396117.89638967,0.8,0.6,8810
2016-03-07,-2.3599999999999994,72.646,5277.441316,383385.00184213603,27851386.843823813,0.91,0.41,8823
2016-03-22,-1.7300000000000004,72.34499999999998,5233.7990249999975,378639.1904636248,27392652.234090928,0.99,0.16,8838
2016-04-04,-3.549999999999999,75.166,5649.927556,424682.45467429596,31921681.388048127,1.0,-0.06,8851
2016-04-20,-2.7799999999999994,74.725,5583.8256249999995,417251.3698281249,31179108.61040663,0.94,-0.33,8867
2016-05-02,-2.219999999999999,75.544,5706.895936,431121.7465891839,32568661.224333312,0.85,-0.52,8879
2016-05-17,-2.08,75.82399999999998,5749.278975999998,435933.3290762237,33054208.74387558,0.69,-0.72,8894
2016-05-30,-1.8699999999999992,76.069,5786.492761,440172.71783650905,33483498.47310541,0.52,-0.86,8907
2016-06-14,0.3000000000000007,75.92899999999999,5765.213040999998,437746.8609900888,33237681.408116445,0.28,-0.96,8922
2016-06-27,1.9800000000000004,75.64899999999999,5722.771200999998,432921.91858444875,32750110.21899496,0.06,-1.0,8935
2016-07-12,2.54,74.487,5548.313168999999,413277.2030193029,30783779.021298815,-0.2,-0.98,8950
2016-07-25,7.23,72.66,5279.4756,383606.69709599996,27872862.610995356,-0.41,-0.91,8963
2016-08-09,10.03,70.931,5031.2067609999995,356868.52676449093,25313041.471932106,-0.63,-0.78,8978
2016-08-22,9.959999999999999,69.839,4877.4859209999995,340638.739236719,23789868.909553215,-0.79,-0.62,8991
2016-09-06,12.2,67.375,4539.390625,305841.443359375,20606067.24633789,-0.92,-0.4,9006
2016-09-19,11.43,65.84899999999999,4336.0908009999985,285527.24315504887,18801683.43451681,-0.98,-0.18,9019
2016-10-03,12.059999999999999,62.705999999999996,3932.0424359999993,246562.65299181596,15460957.71850481,-1.0,0.06,9033
2016-10-17,11.709999999999999,59.171,3501.207241,207169.933657211,12258452.144430831,-0.96,0.29,9047
2016-11-02,11.85,55.74099999999999,3107.059080999999,173190.58023402092,9653816.132824559,-0.84,0.54,9063
2016-11-14,10.66,53.963,2912.005369,157140.545727347,8479775.269084826,-0.71,0.7,9075
2016-11-30,8.77,55.188,3045.715344,168086.93840467202,9276381.95667704,-0.49,0.87,9091
2016-12-12,8.56,54.614,2982.688996,162896.57682754396,8896433.646859486,-0.3,0.95,9103
2016-12-28,7.37,54.292,2947.6212640000003,160032.253665088,8688471.11598496,-0.03,1.0,9119
2017-01-09,6.8100000000000005,53.70399999999999,2884.1196159999995,154888.75985766394,8318145.959395983,0.15,0.99,9131
2017-01-24,5.62,54.187,2936.2309689999997,159105.54751720297,8621452.303314678,0.4,0.92,9146
2017-02-06,2.4699999999999998,62.986,3967.236196,249880.33904125597,15738963.034852548,0.59,0.8,9159
2017-02-21,2.4699999999999998,65.667,4312.154889,283166.27509596304,18594679.786726605,0.78,0.63,9174
2017-03-06,1.2100000000000009,65.996,4355.472016,287443.73116793594,18970136.4821591,0.9,0.44,9187
2017-03-20,2.2600000000000007,66.871,4471.730640999999,299029.0996943109,19996374.925658263,0.98,0.21,9201
2017-04-03,0.7200000000000006,68.509,4693.483081,321545.83239622903,22028783.431633253,1.0,-0.03,9215
2017-04-17,0.6640000000000006,68.85199999999999,4740.597903999998,326399.64688620786,22473268.48740918,0.96,-0.27,9229
2017-05-02,3.24,68.348,4671.449104,319284.203360192,21822436.7312624,0.86,-0.5,9244
2017-05-17,3.66,70.945,5033.193024999999,357079.8791586249,25333032.02690864,0.71,-0.71,9259
2017-05-29,4.36,71.771,5151.076441,369697.907247011,26533588.501025226,0.55,-0.84,9271
2017-06-13,5.9,72.14899999999999,5205.478200999998,375570.0467239488,27097003.301086176,0.31,-0.95,9286
2017-06-26,8.28,70.791,5011.365680999999,354759.58792367094,25113785.98870459,0.09,-1.0,9299
2017-07-13,9.12,69.92999999999999,4890.204899999999,341972.0286569999,23914103.963984,-0.2,-0.98,9316
2017-07-24,10.03,68.97099999999999,4756.998840999999,328094.96706261084,22629037.97327533,-0.38,-0.93,9327
2017-08-07,12.2,66.584,4433.429056000001,295195.44026470406,19655293.194585055,-0.59,-0.81,9341
2017-08-21,13.6,65.527,4293.787729000001,281359.02851818304,18436613.06171098,-0.76,-0.65,9355
2017-09-05,13.95,62.853,3950.4996090000004,248300.75192447702,15606447.160709154,-0.9,-0.43,9370
2017-09-18,13.6,61.285,3755.8512249999994,230177.34232412497,14106418.424333997,-0.98,-0.22,9383
2017-10-05,11.724,61.376,3767.013376,231204.21296537598,14190389.774962915,-1.0,0.07,9400
2017-10-23,14.16,54.767999999999994,2999.533823999999,164278.46847283194,8997203.161320059,-0.93,0.37,9418
2017-11-09,12.69,51.946999999999996,2698.4908089999994,140178.50205512295,7281852.646257472,-0.78,0.63,9435
2017-11-21,12.48,49.763,2476.3561689999997,123230.91203794698,6132339.875744356,-0.64,0.77,9447
2017-12-05,10.8,49.818999999999996,2481.9327609999996,123647.40822025896,6159990.230125081,-0.43,0.9,9461
2017-12-18,8.21,55.727,3105.4985289999995,173060.11652558297,9644121.113621162,-0.22,0.98,9474
2018-01-04,7.23,57.812999999999995,3342.3429689999994,193230.87406679694,11171256.522423731,0.07,1.0,9491
2018-01-15,5.62,61.285,3755.8512249999994,230177.34232412497,14106418.424333997,0.26,0.97,9502
2018-01-30,4.5,63.784,4068.398656,259498.73987430398,16551867.624142606,0.49,0.87,9517
2018-02-12,2.4699999999999998,62.12499999999999,3859.515624999999,239772.4082031249,14895860.859619133,0.67,0.74,9530
2018-02-28,3.5900000000000007,59.717,3566.120089,212957.993354813,12717212.489169367,0.85,0.53,9546
2018-03-12,-0.46999999999999886,69.132,4779.233424000001,330397.96506796806,22841072.12107877,0.94,0.34,9558
2018-03-27,-4.109999999999999,74.68299999999999,5577.550488999999,416548.2031699869,31109069.457344126,1.0,0.09,9573
2018-04-09,-5.02,75.88,5757.774399999999,436899.9214719999,33151966.041295353,0.99,-0.13,9586
2018-04-24,-2.7799999999999994,75.264,5664.669695999999,426345.69999974396,32088482.764780726,0.92,-0.38,9601
2018-05-08,-1.3100000000000005,74.73899999999999,5585.918120999999,417485.9344454188,31202481.254516155,0.81,-0.59,9615
2018-05-24,0.4400000000000004,74.473,5546.227729,413044.217661817,30760642.021928497,0.62,-0.79,9631
2018-06-04,0.8600000000000012,73.465,5397.106225,396498.40881962504,29128755.603933755,0.46,-0.89,9642
